window_id,recording_id,participant,label,t_start
P03_S01_W010,P03_S01,P03,smooth,25.06108447265625
P03_S01_W011,P03_S01,P03,smooth,27.061581298828123
P03_S01_W012,P03_S01,P03,smooth,29.062073486328124
P03_S01_W013,P03_S01,P03,smooth,31.062560546875
P03_S01_W014,P03_S01,P03,smooth,33.06304150390625
P03_S01_W015,P03_S01,P03,smooth,35.063517578125
P03_S01_W016,P03_S01,P03,smooth,37.06398681640625
P03_S01_W017,P03_S01,P03,smooth,39.06445190429688
P03_S01_W018,P03_S01,P03,smooth,41.06491333007813
P03_S01_W019,P03_S01,P03,smooth,43.06537109375
P03_S01_W020,P03_S01,P03,smooth,45.06582421875
P03_S01_W021,P03_S01,P03,smooth,47.06627416992188
P03_S01_W022,P03_S01,P03,smooth,49.06671875
P03_S01_W023,P03_S01,P03,smooth,51.06716064453125
P03_S01_W024,P03_S01,P03,smooth,53.06759741210937
P03_S01_W025,P03_S01,P03,smooth,55.068031005859375
P03_S01_W026,P03_S01,P03,smooth,57.06846240234375
P03_S01_W027,P03_S01,P03,smooth,59.0688896484375
P03_S01_W028,P03_S01,P03,smooth,61.06931665039063
P03_S01_W029,P03_S01,P03,smooth,63.06974145507812
P03_S01_W030,P03_S01,P03,smooth,65.07016235351563
P03_S01_W031,P03_S01,P03,smooth,67.07058203125
P03_S01_W032,P03_S01,P03,smooth,69.0709990234375
P03_S01_W033,P03_S01,P03,smooth,71.07141674804687
P03_S01_W034,P03_S01,P03,smooth,73.07183056640625
P03_S01_W035,P03_S01,P03,smooth,75.07224560546875
P03_S01_W036,P03_S01,P03,smooth,77.07265747070312
P03_S02_W000,P03_S02,P03,smooth,5.01940869140625
P03_S02_W001,P03_S02,P03,smooth,7.020291015625
P03_S02_W002,P03_S02,P03,smooth,9.02117529296875
P03_S02_W003,P03_S02,P03,smooth,11.02205615234375
P03_S02_W004,P03_S02,P03,smooth,13.0229306640625
P03_S02_W005,P03_S02,P03,smooth,15.023798095703125
P03_S02_W006,P03_S02,P03,smooth,17.02465625
P03_S02_W007,P03_S02,P03,smooth,19.02550463867188
P03_S02_W008,P03_S02,P03,smooth,21.0263447265625
P03_S02_W009,P03_S02,P03,smooth,23.02717724609375
P03_S02_W010,P03_S02,P03,smooth,25.02800073242188
P03_S02_W011,P03_S02,P03,smooth,27.028818359375
P03_S02_W012,P03_S02,P03,smooth,29.029630126953126
P03_S02_W013,P03_S02,P03,smooth,31.030434326171875
P03_S02_W014,P03_S02,P03,smooth,33.03123364257812
P03_S02_W015,P03_S02,P03,smooth,35.03202490234375
P03_S02_W016,P03_S02,P03,smooth,37.0328115234375
P03_S02_W017,P03_S02,P03,smooth,39.033593994140624
P03_S02_W018,P03_S02,P03,smooth,41.03437255859375
P03_S02_W019,P03_S02,P03,smooth,43.03514770507813
P03_S02_W020,P03_S02,P03,smooth,45.035917236328125
P03_S02_W021,P03_S02,P03,smooth,47.036684814453125
P03_S02_W022,P03_S02,P03,smooth,49.037451171875
P03_S02_W023,P03_S02,P03,smooth,51.0382158203125
P03_S02_W024,P03_S02,P03,smooth,53.03897924804688
P03_S02_W025,P03_S02,P03,smooth,55.03974145507812
P03_S02_W026,P03_S02,P03,smooth,57.04050073242188
P03_S02_W027,P03_S02,P03,smooth,59.04125805664062
P03_S02_W028,P03_S02,P03,smooth,61.0420126953125
P03_S02_W029,P03_S02,P03,smooth,63.04276538085937
P03_S02_W030,P03_S02,P03,smooth,65.043513671875
P03_S02_W031,P03_S02,P03,smooth,67.04426123046875
P03_S02_W032,P03_S02,P03,smooth,69.045005859375
P03_S03_W000,P03_S03,P03,smooth,5.055466552734375
P03_S03_W001,P03_S03,P03,smooth,7.056122314453125
P03_S03_W002,P03_S03,P03,smooth,9.056774658203125
P03_S03_W003,P03_S03,P03,smooth,11.057424560546876
P03_S03_W004,P03_S03,P03,smooth,13.058072509765625
P03_S03_W005,P03_S03,P03,smooth,15.058716552734374
P03_S03_W006,P03_S03,P03,smooth,17.059358154296874
P03_S03_W007,P03_S03,P03,smooth,19.05999853515625
P03_S03_W008,P03_S03,P03,smooth,21.06063647460937
P03_S03_W009,P03_S03,P03,smooth,23.06127099609375
P03_S03_W010,P03_S03,P03,smooth,25.061903564453125
P03_S03_W011,P03_S03,P03,smooth,27.06253491210937
P03_S03_W012,P03_S03,P03,smooth,29.06316259765625
P03_S03_W013,P03_S03,P03,smooth,31.06379272460937
P03_S03_W014,P03_S03,P03,smooth,33.06442041015625
P03_S03_W015,P03_S03,P03,smooth,35.065048828125
P03_S03_W016,P03_S03,P03,smooth,37.06567578125
P03_S03_W017,P03_S03,P03,smooth,39.0663017578125
P03_S03_W018,P03_S03,P03,smooth,41.06692529296875
P03_S03_W019,P03_S03,P03,smooth,43.06755029296875
P03_S03_W020,P03_S03,P03,smooth,45.06817504882813
P03_S03_W021,P03_S03,P03,smooth,47.068800537109375
P03_S03_W022,P03_S03,P03,smooth,49.0694228515625
P03_S03_W023,P03_S03,P03,smooth,51.07004663085937
P03_S03_W024,P03_S03,P03,smooth,53.070668212890624
P03_S04_W000,P03_S04,P03,smooth,5.054352294921875
P03_S04_W001,P03_S04,P03,smooth,7.0549541015625
P03_S04_W002,P03_S04,P03,smooth,9.055558837890626
P03_S04_W003,P03_S04,P03,smooth,11.056162353515624
P03_S04_W004,P03_S04,P03,smooth,13.056769287109375
P03_S04_W005,P03_S04,P03,smooth,15.05737353515625
P03_S04_W006,P03_S04,P03,smooth,17.057980224609373
P03_S04_W007,P03_S04,P03,smooth,19.058586181640624
P03_S04_W008,P03_S04,P03,smooth,21.059192626953124
P03_S04_W009,P03_S04,P03,smooth,23.05980029296875
P03_S04_W010,P03_S04,P03,smooth,25.06040869140625
P03_S04_W011,P03_S04,P03,smooth,27.061018310546874
P03_S04_W012,P03_S04,P03,smooth,29.06162817382813
P03_S04_W013,P03_S04,P03,smooth,31.06223974609375
P03_S04_W014,P03_S04,P03,smooth,33.06285278320313
P03_S04_W015,P03_S04,P03,smooth,35.063468017578124
P03_S04_W016,P03_S04,P03,smooth,37.06408471679688
P03_S04_W017,P03_S04,P03,smooth,39.06470361328125
P03_S04_W018,P03_S04,P03,smooth,41.0653232421875
P03_S04_W019,P03_S04,P03,smooth,43.06594360351563
P03_S04_W020,P03_S04,P03,smooth,45.06656567382812
P03_S04_W021,P03_S04,P03,smooth,47.06718872070312
P03_S04_W022,P03_S04,P03,smooth,49.06781518554688
P03_S04_W023,P03_S04,P03,smooth,51.06844018554688
P03_S04_W024,P03_S04,P03,smooth,53.06907006835937
P03_S04_W025,P03_S04,P03,smooth,55.06970043945312
P03_S04_W026,P03_S04,P03,smooth,57.07033544921875
